,names,n
461,"('ALBORNOZ', 'NAVARRETE')",1
462,"('ALBORNOZ', 'POBLETE')",1
463,"('ALBORNOZ', 'ROJO')",1
464,"('ALBORNOZ', 'SALAS')",1
465,"('ALBORNOZ', 'SAPIAIN')",1
466,"('ALBORNOZ', 'TAPIA')",1
467,"('ALBORNOZ', 'VALENZUELA')",1
468,"('ALBORNOZ', 'VERGARA')",1
469,"('ALBORNOZ', 'VIVANCO')",1
470,"('ALBURQUENQUE', 'CARVAJAL')",1
471,"('ALBURQUENQUE', 'HUERTA')",1
472,"('ALBURQUENQUE', 'SANTANDER')",1
473,"('ALCAIDE', 'ASTUDILLO')",1
474,"('ALCAINO', 'ALVARADO')",1
475,"('ALCAINO', 'FERNANDEZ')",1
476,"('ALCAINO', 'GARCIA')",1
477,"('ALCAINO', 'VALDES')",1
478,"('ALCAINO', 'VILLALON')",1
479,"('ALCANTAR', 'ESCALERA')",1
480,"('ALCANTARA', 'BRUNO')",2
481,"('ALCANTARA', 'PAVEZ')",1
482,"('ALCAPIO', 'NAVARRO')",1
483,"('ALCARRAZ', 'BASTIAS')",1
484,"('ALCARRUZ', 'SOTO')",1
485,"('ALCAYAGA', 'BARRAZA')",2
486,"('ALCAYAGA', 'BENAVENTE')",1
487,"('ALCAYAGA', 'BRAVO')",1
488,"('ALCAYAGA', 'CISTERNAS')",1
489,"('ALCAYAGA', 'ESQUER')",1
490,"('ALCAYAGA', 'GAETE')",1
491,"('ALCAYAGA', 'GALLARDO')",1
492,"('ALCAYAGA', 'GONZALEZ')",1
493,"('ALCAYAGA', 'HENRIQUEZ')",2
494,"('ALCAYAGA', 'HIDALGO')",1
495,"('ALCAYAGA', 'OLIVARES')",2
496,"('ALCAYAGA', 'PACHECO')",1
497,"('ALCAYAGA', 'RAMOS')",1
498,"('ALCAYAGA', 'REYES')",1
499,"('ALCAYAGA', 'ROMERO')",1
500,"('ALCAYAGA', 'SEGOVIA')",1
501,"('ALCAYAGA', 'TORO')",1
502,"('ALCAYAGA', 'ZAMBRA')",1
503,"('ALCIVAR', 'HERNANDEZ')",1
504,"('ALCOCER', 'ALBURQUENQUE')",2
505,"('ALCOCER', 'HIDALGO')",1
506,"('ALCOTA', 'AGUIRRE')",3
507,"('ALCOTA', 'MORENO')",1
508,"('ALCOTA', 'VEGA')",2
509,"('ALCOZER', 'ESPINOZA')",1
510,"('ALDAY', 'ALDAY')",1
511,"('ALDAY', 'GAJARDO')",1
512,"('ALDAY', 'JORQUERA')",1
513,"('ALDAY', 'OLIVARES')",1
514,"('ALDAY', 'SAEZ')",1
515,"('ALDAY', 'TELLO')",1
516,"('ALDEA', 'BARRAZA')",1
517,"('ALDEA', 'CASTILLO')",1
518,"('ALDERETE', 'BOUILLET')",1
519,"('ALDERETE', 'ORELLANA')",1
520,"('ALDUNATE', 'TRIMPAY')",1
521,"('ALEGRE', 'ASTORGA')",1
522,"('ALEGRE', 'BARRAZA')",1
523,"('ALEGRE', 'BURGOS')",1
524,"('ALEGRE', 'IDUARTE')",1
525,"('ALEGRE', 'JAIME')",2
526,"('ALEGRIA', 'CARMONA')",1
527,"('ALEGRIA', 'LOPEZ')",1
528,"('ALEGRIA', 'MELLA')",1
529,"('ALEGRIA', 'PENA')",1
530,"('ALEGRIA', 'SAEZ')",1
531,"('ALEJOS', 'CORTES')",1
532,"('ALFARO', 'ACOSTA')",1
