,names,n
493,"('ANTILLANCA', 'SALDIVIA')",1
494,"('ANTILLANCA', 'SOLIS')",1
495,"('ANTILLO', 'ACUNA')",1
496,"('ANTIMAN', 'CUYUL')",1
497,"('ANTIMAN', 'VILLEGAS')",1
498,"('ANTINANCO', 'ALLANAO')",2
499,"('ANTINANCO', 'HERNANDEZ')",1
500,"('ANTINANCO', 'OYARZO')",1
501,"('ANTINANCO', 'PAIRO')",1
502,"('ANTINIRRE', 'LEVILL')",1
503,"('ANTINIRRE', 'RAIMILLA')",3
504,"('ANTINIRRE', 'RUIZ')",2
505,"('ANTRILLAO', 'ALTAMIRANO')",1
506,"('ANTRILLAO', 'ANTRILLAO')",1
507,"('ANTRILLAO', 'CANUMAN')",1
508,"('ANTRILLAO', 'GARCIA')",3
509,"('ANTRILLAO', 'URRIETA')",1
510,"('ANTRIYAO', 'GRANADINO')",1
511,"('ANTUNEZ', 'CARRASCO')",1
512,"('ANTUNEZ', 'QUIJADA')",1
513,"('ANTUNEZ', 'ROZAS')",1
514,"('APABLAZA', 'FARIAS')",1
515,"('APABLAZA', 'FUENTES')",1
516,"('APOSTOLOVSKI', 'REBOLLEDO')",1
517,"('ARACENA', 'AGUILERA')",1
518,"('ARACENA', 'NARANJO')",1
519,"('ARACENA', 'PEREZ')",1
520,"('ARANCIBIA', 'AGUILA')",1
521,"('ARANCIBIA', 'AITKEN')",1
522,"('ARANCIBIA', 'ARCOS')",1
523,"('ARANCIBIA', 'ARRIAGADA')",1
524,"('ARANCIBIA', 'OTEI')",1
525,"('ARANCIBIA', 'RIFFO')",1
526,"('ARANCIBIA', 'RIOS')",1
527,"('ARANCIBIA', 'VERA')",1
528,"('ARANCIBIA', 'VILLARROEL')",1
529,"('ARANCIBIA', 'VILLENA')",1
530,"('ARANDA', 'BELLENGER')",1
531,"('ARANDA', 'CACERES')",1
532,"('ARANEDA', 'ARIAS')",3
533,"('ARANEDA', 'BAHAMONDE')",1
534,"('ARANEDA', 'BALLESTEROS')",1
535,"('ARANEDA', 'CHIGUAY')",1
536,"('ARANEDA', 'CIFUENTES')",1
537,"('ARANEDA', 'CRUCES')",1
538,"('ARANEDA', 'GALLARDO')",1
539,"('ARANEDA', 'GODOY')",1
540,"('ARANEDA', 'ILLESCA')",4
541,"('ARANEDA', 'ILLEZCA')",1
542,"('ARANEDA', 'ORTEGA')",1
543,"('ARANEDA', 'OSSANDON')",1
544,"('ARANEDA', 'OYARZO')",1
545,"('ARANEDA', 'QUEZADA')",1
546,"('ARANEDA', 'RENIN')",1
547,"('ARANEDA', 'SOLIS')",1
548,"('ARANEDA', 'VASQUEZ')",1
549,"('ARANEDA', 'VIDAL')",1
550,"('ARANEDA', 'ZAPATA')",1
551,"('ARANGUIZ', 'CID')",2
552,"('ARAUS', 'MELO')",2
553,"('ARAUS', 'MIRANDA')",1
554,"('ARAUS', 'PINEIRO')",1
555,"('ARAVENA', 'AGUILAR')",1
556,"('ARAVENA', 'ALARCON')",1
557,"('ARAVENA', 'ARAVENA')",1
558,"('ARAVENA', 'BAHAMONDE')",3
559,"('ARAVENA', 'CAMPOS')",1
560,"('ARAVENA', 'CARDENAS')",1
561,"('ARAVENA', 'ESTRADA')",1
562,"('ARAVENA', 'GUEVARA')",1
563,"('ARAVENA', 'NAVARRETE')",2
564,"('ARAVENA', 'NUNEZ')",2
565,"('ARAVENA', 'RIVAS')",1
566,"('ARAVENA', 'RUIZ')",1
567,"('ARAVENA', 'TAPIA')",1
568,"('ARAVENA', 'TURRA')",2
569,"('ARAYA', 'ARAYA')",1
570,"('ARAYA', 'AROS')",1
571,"('ARAYA', 'BILBAO')",4
572,"('ARAYA', 'DIAZ')",1
573,"('ARAYA', 'ESPINOZA')",1
574,"('ARAYA', 'LAGOS')",1
575,"('ARAYA', 'MACHUCA')",1
576,"('ARAYA', 'MANSILLA')",1
577,"('ARAYA', 'MAUTZ')",1
578,"('ARAYA', 'MORALES')",2
579,"('ARAYA', 'NORAMBUENA')",1
580,"('ARAYA', 'OBREQUE')",1
581,"('ARAYA', 'ROJAS')",1
582,"('ARAYA', 'SAEZ')",2
583,"('ARAYA', 'SALAZAR')",1
584,"('ARAYA', 'SEPULVEDA')",1
585,"('ARAYA', 'SILVA')",1
586,"('ARAYA', 'SOTO')",1
587,"('ARAYA', 'STAMBUK')",1
588,"('ARAYA', 'URBINA')",1
589,"('ARAYA', 'URRUTIA')",3
590,"('ARAYA', 'VALDERRAMA')",1
591,"('ARAYA', 'VARGAS')",2
592,"('ARCE', 'MOLINA')",1
593,"('ARCE', 'SALAZAR')",1
594,"('ARCE', 'SANTOS')",1
595,"('ARCOS', 'NAVARRO')",2
596,"('ARCOS', 'ORTIZ')",1
597,"('ARCOS', 'PINILLA')",2
598,"('ARCOS', 'POBLETE')",1
599,"('ARDABAN', 'GOMEZ')",1
600,"('ARDILES', 'CHAVEZ')",1
601,"('ARDILES', 'PARDO')",1
602,"('AREL', 'ALVARADO')",1
603,"('ARELLANO', 'ARELLANO')",1
604,"('ARELLANO', 'BASTIAS')",1
605,"('ARELLANO', 'LARA')",1
606,"('ARELLANO', 'SILVA')",2
607,"('ARENAS', 'MUNOZ')",1
608,"('ARENAS', 'VENEGAS')",1
609,"('ARENTSEN', 'FIEDLER')",1
610,"('AREVALO', 'COLIBORO')",1
611,"('AREVALO', 'HERNANDEZ')",1
612,"('AREVALO', 'NITOR')",2
613,"('AREVALO', 'REYES')",1
